PORCN,0.6190476190476191,315
AP5Z1,0.6492537313432836,134
OR5A2,0.8214285714285714,84
THEMIS,0.7762962962962963,675
IRF6,0.536,125
NLRP12,0.6343355965082444,1031
WT1,0.7081260364842454,603
SGO2,0.6242424242424243,165
NTAN1,0.48514851485148514,101
ARHGAP27,0.5721271393643031,409
RCBTB2,0.5756097560975609,205
NFATC2,0.6428571428571429,1120
AR,0.7293946024799417,1371
SIX5,0.6704545454545454,176
SURF4,0.6056338028169014,142
COL23A1,0.4642857142857143,112
PER3,0.6720647773279352,494
CACNA1A,0.5740268028079132,6268
SLC25A47,0.6521739130434783,92
ARHGAP4,0.7015945330296127,439
MAGEC1,0.7229166666666667,480
OR4C6,0.719626168224299,214
PRRC2C,0.6447368421052632,684
ATXN1,0.5866900175131349,571
ISLR2,0.6252927400468384,854
FCRLA,0.8330757341576507,647
NR1I3,0.6808785529715762,774
CDC73,0.8258064516129032,155
FAR2,0.6029411764705882,204
CLSTN3,0.64453125,256
SERPINA10,0.7384615384615385,260
HPSE2,0.6313043478260869,575
ZSCAN10,0.6839080459770115,522
LRCH3,0.6838235294117647,408
MX1,0.6513994910941476,393
CNOT1,0.7016706443914081,838
PRDM5,0.7230215827338129,278
ZNF438,0.7213930348258707,804
KCNMA1,0.6142258466417487,8829
CD19,0.4791666666666667,144
NELL1,0.7446270543615676,791
ADGRB1,0.6232394366197183,852
CTNS,0.675,120
TAF1,0.7777777777777778,477
TNC,0.6096059113300493,1624
DLGAP4,0.644361833952912,807
GIMAP4,0.7796610169491526,118
KLHL2,0.6786885245901639,305
GNAI2,0.6398467432950191,261
LRRK1,0.5663082437275986,279
SLC1A2,0.7140013271400133,1507
CNTN1,0.702258726899384,974
NEU4,0.76,375
PTPRB,0.5725132877752468,1317
DLX5,0.5428571428571428,140
PMEPA1,0.3573487031700288,347
STAU1,0.6190476190476191,441
OR2M4,0.6608695652173913,230
FAM184A,0.7694805194805194,616
ANKRD11,0.5846743295019157,1305
AMOT,0.6048109965635738,582
CPNE5,0.6891891891891891,148
PRKD2,0.6208251473477406,509
ECE1,0.6952595936794582,443
TNIK,0.6745387453874538,1355
PPM1N,0.5338983050847458,118
TROAP,0.7896678966789668,271
ENTPD3,0.75,116
FAM110B,0.6206896551724138,116
RASSF8,0.44166666666666665,240
SLC2A11,0.5707317073170731,205
CDC42BPA,0.6631716906946264,763
TAMM41,0.5803571428571429,112
SYNJ1,0.665079365079365,630
GRB10,0.6798941798941799,1134
THSD7A,0.6535947712418301,612
DLGAP1,0.6580273578113751,1389
SYNGAP1,0.6805555555555556,1080
MAPK10,0.6558686487685822,4507
CCR4,0.6041666666666666,48
PDK1,0.6347826086956522,115
PREPL,0.8537666174298375,677
BCAR1,0.6519480519480519,770
RAI14,0.6311188811188811,572
ADAP1,0.812807881773399,203
C11orf24,0.6142857142857143,70
CLASP2,0.6112565445026178,764
RBM38,0.6481481481481481,54
ZSCAN30,0.8630952380952381,168
TMCC2,0.5065420560747663,535
TIGAR,0.6,55
SLC14A2,0.6783216783216783,286
ENTR1,0.6258503401360545,147
PLSCR5,0.62,150
TRPV4,0.5591098748261474,719
CTAGE1,0.5949367088607594,79
ART5,0.6814159292035398,113
LUC7L2,0.5756302521008403,238
SLC3A2,0.508274231678487,423
NRXN1,0.6247619047619047,6300
CEP128,0.675603217158177,373
CFAP52,0.6983240223463687,179
TMEM25,0.5596330275229358,327
CYFIP2,0.6964944649446494,1084
NTRK3,0.725444340505145,2138
RSPO3,0.4823529411764706,85
COLEC11,0.5978494623655914,465
ZNF821,0.625,192
ANGEL2,0.5971223021582733,139
GALK2,0.7035175879396985,199
KCNMB1,0.7428571428571429,70
ADRA1A,0.6058673469387755,784
CD177,0.4897959183673469,49
SMARCA2,0.6181150550795593,1634
CAB39L,0.5857605177993528,309
WTAP,0.6412213740458015,131
OPRM1,0.6842105263157895,1159
FSHR,0.6965317919075145,346
PHC2,0.5,316
FOXP4,0.41228070175438597,570
TP53,0.7645697207653316,34129
ZSCAN32,0.7386363636363636,264
EPB41L3,0.6915608663181478,1339
SUPT20H,0.6666666666666666,366
NOMO1,0.6195652173913043,184
LAMA4,0.6557692307692308,1040
MDN1,0.6651865008880995,1126
MICAL2,0.7015643802647413,831
SEPT9,0.8061224489795918,784
CABYR,0.5966666666666667,300
RACK1,0.6,125
MYH10,0.7038834951456311,618
NCOR2,0.48484848484848486,2211
FOXP1,0.512846865364851,973
PACRG,0.6926406926406926,231
PREX2,0.6683046683046683,407
CARMIL1,0.7205882352941176,136
NAV2,0.6671289875173371,2163
LRRC8E,0.6831683168316832,202
TLK2,0.6059322033898306,236
CLCN6,0.6678082191780822,292
ZNF133,0.6191099476439791,764
CACNA1C,0.6454534476512499,8281
TEX14,0.6347305389221557,501
SLITRK2,0.659047619047619,525
TGM6,0.6521739130434783,299
LUZP1,0.5830618892508144,307
LIMCH1,0.515625,1664
CACNA1G,0.6291346475108587,8979
S100Z,0.9,30
RNF111,0.4727272727272727,440
CENPK,0.5460992907801419,141
VGLL4,0.5888157894736842,304
TCF3,0.5077821011673151,514
ABCC4,0.64,600
PTPRD,0.7217068645640075,3773
ARHGEF28,0.6269005847953216,855
ITIH5,0.6614906832298136,644
ZNF714,0.7419354838709677,124
CA10,0.67578125,256
GPER1,0.582716049382716,405
TCF4,0.6497603833865815,2504
MTHFD1L,0.6811594202898551,276
OR10Z1,0.5892116182572614,241
SLC6A1,0.589413988657845,2645
APOA1,0.6306818181818182,176
ZNF688,0.696969696969697,99
FNDC3B,0.64,400
DAP3,0.5470085470085471,117
TPRG1,0.7222222222222222,72
CDC25B,0.799373040752351,319
ZNF346,0.6058394160583942,137
LRRFIP2,0.6709401709401709,234
MKI67,0.6327231121281465,874
FGF11,0.7564102564102564,78
SYT4,0.5555555555555556,207
ZNF317,0.6355140186915887,214
TCF7,0.49842271293375395,317
SEC23A,0.6266666666666667,225
SPAG1,0.7153024911032029,281
TOX2,0.6041131105398457,389
ATP2B3,0.607940446650124,1209
B4GALT5,0.7058823529411765,51
ST7,0.7414141414141414,495
TMEM237,0.696969696969697,99
MBIP,0.7757009345794392,107
NDUFC2,0.20930232558139536,172
AFAP1L2,0.7078651685393258,178
NTN1,0.5833333333333334,84
FANCM,0.6445672191528545,543
CCDC43,0.6078431372549019,51
TMEM176A,0.4796747967479675,123
JAKMIP1,0.5642256902761105,833
COL5A1,0.6285714285714286,875
AL138694.1,0,0
LPAR1,0.673469387755102,196
SIAH1,0.578125,64
TPM4,0.710691823899371,159
SH2D3C,0.6626984126984127,504
ITGA1,0.7094017094017094,117
YTHDF3,0.5826771653543307,254
MAP2K5,0.6976744186046512,129
WDR25,0.5353535353535354,297
CYBC1,0.48717948717948717,195
SFI1,0.7088607594936709,474
KIR2DL4,0.5639097744360902,133
GLDN,0.61875,160
MGA,0.5424836601307189,1071
SLC5A11,0.6842857142857143,700
SRPK2,0.6309523809523809,168
OGA,0.7020408163265306,245
GRM5,0.7010309278350515,970
ATG10,0.4329896907216495,97
PSMD13,0.4716981132075472,106
SRC,0.5423728813559322,236
RASA4,0.7931034482758621,58
CSF2RA,0.7324290998766955,811
GMPS,0.68,125
ASCC1,0.5,120
CYP19A1,0.7126436781609196,261
ATP2B1,0.6538461538461539,390
P2RY6,0.7290575916230366,764
MAP3K9,0.6816860465116279,688
TMEM189-UBE2V1,0.775,40
SEMA3F,0.6575342465753424,365
FRG1,0.909967845659164,311
OTULIN,0.7837837837837838,37
FAM71D,0.6129032258064516,31
SH3PXD2B,0.6423357664233577,137
APP,0.5882352941176471,918
RFX1,0.6666666666666666,102
LRRN4,0.6078431372549019,102
IL7R,0.6519337016574586,181
RABGAP1,0.5949367088607594,158
COL4A5,0.7017543859649122,513
THOC6,0.6213592233009708,103
UNC5D,0.6884681583476764,1162
CXADR,0.5972222222222222,144
THOC3,0.5,24
TBXT,0.5309278350515464,194
KCNJ16,0.7761194029850746,469
FXYD3,0.6616541353383458,133
SEPT4,0.7487562189054726,402
UBR1,0.6952789699570815,233
EPHA6,0.7428571428571429,525
GRK4,0.5357142857142857,280
PLEKHA6,0.43169398907103823,549
HIST2H2AC,0.5526315789473685,38
ATP11A,0.6164596273291926,644
AC001226.2,0.875,8
ZNF532,0.6013513513513513,740
XIRP2,0.6955903271692745,2812
AGFG1,0.8405797101449275,207
TJAP1,0.7416107382550335,298
SATB2,0.7207446808510638,752
GPR156,0.6983050847457627,295
EPB41L5,0.6208955223880597,335
TP73,0.5228161668839635,767
KDELR2,0.46875,32
SYVN1,0.6586538461538461,208
TMEM87B,0.6440677966101694,59
RPS15,0.8924731182795699,279
ECHDC1,0.7398843930635838,173
LONP2,0.7388535031847133,157
RNF20,0.7415730337078652,89
COG6,0.6923076923076923,156
HGF,0.7511520737327189,868
SCRIB,0.576797385620915,612
PLCB1,0.6596035543403964,1463
